token,gender,transcription,romanize1,romanize2,romanize3
นูรฮายาตี,f,nu:0.ra0.ha:0.ja:0.di:0,nurahayati,nurahayatee,noorahayatee
นูรฮูดา,f,nu:0.ra0.hu:0.da:0,nurahuda,noorahooda,
นูรียะ,f,nu:0.ri:0.ja3,nuriya,nureeya,nooreeya
นูรียะห์,f,nu:0.ri:0.ja3,nuriya,nureeya,nureeyah
นูรียา,f,nu:0.ri:0.ja:0,nuriya,nureeya,nooreeya
นูรีย๊ะ,f,nu:0.ri:0.ja3,nuriya,nureeya,nooreeya
นูรีฮัน,f,nu:0.ri:0.han0,nurihan,nooreehan,nureehan
นเรศ,m,na0.re:t2,naret,nares,
นเรศน์,m,na0.re:t2,naret,nares,
นเรศร์,m,na0.re:t2,naret,nares,
น้องนุช,f,nO:N3.nut3,nongnut,nongnuch,
น้ำทิพย์,f,na:m3.thip3,namthip,namtip,
น้ำผึ้ง,f,na:m3.phIN2,namphuen,namphueng,
น้ำเพชร,f,na:m3.phet3,namphet,nampetch,namphetch
น้ำเพ็ชร,f,na:m3.phet3,namphet,nampetch,namphetch
บงกช,f,boN0.kot1,bongkot,bongkoch,bongkod
บงกชธร,f,boN0.kot1.cha0.thO:n0,bongkotchathon,bongkotchathorn,bongkotchatorn
บงกชรัตน์,f,boN0.kot1.cha0.rat3,bongkotcharat,bongkotcharut,bongkotcharad
บดินทร์,m,bO:0.din0,bodin,,
บรรจบ,m,ban0.cop1,banchop,banjob,bunjob
บรรชา,m,ban0.cha:0,bancha,buncha,
บรรดาศักดิ์,m,ban0.da:0.sak1,bandasak,bundasuk,
บรรดิษฐ,m,ban0.dit1,bandit,bundit,
บรรพต,m,ban0.phot3,banphot,bunpot,bunphot
บรรยง,m,ban0.joN0,banyong,bunyong,
บรรยงค์,m,ban0.joN0,banyong,bunyong,
บรรลือ,m,ban0.lI:0,banlue,bunlue,
บรรหาร,m,ban0.ha:n4,banhan,bunhan,
บรรเลง,m,ban0.le:N0,banleng,bunleng,
บริบูรณ์,m,bO:0.ri0.bu:n0,boribun,boriboon,
บริรักษ์,m,bO:0.ri0.rak3,borirak,boriruk,
บวรศักดิ์,m,ba0.wO:n0.sak1,bawonsak,bawornsak,bawonsuk
บัญชา,m,ban0.cha:0,bancha,buncha,
บัญฑิต,m,ban0.dit1,bandit,bundit,bundid
บัณฑิตา,f,ban0.thi3.ta:0,banthita,buntita,bantita
บัณฑูร,m,ban0.thu:n0,banthun,bunthun,banthoon
บันเทิง,m,ban0.th@:N0,banthoeng,buntoeng,banterng
บัลลังก์,m,ban0.laN0,banlang,bunlang,
บัวตอง,f,bua0.tO:N0,buatong,,
บัวทิพย์,f,bua0.thip3,buathip,buatip,
บัวบาน,f,bua0.ba:n0,buaban,buabarn,
บัวผิน,f,bua0.phin4,buaphin,buapin,
บัวลอย,f,bua0.lO:j0,bualoi,bualoy,
บัวสอน,f,bua0.sO:n4,buason,buasorn,
บัวเขียว,f,bua0.khiaw4,buakhiao,buakiaw,buakhiaw
บัวแก้ว,f,bua0.k{:w2,buakaeo,buakaew,
บานชื่น,f,ba:n0.chI:n2,banchuen,barnchuen,
บานเย็น,f,ba:n0.jen0,banyen,barnyen,
บารมี,m,ba:0.ra0.mi:0,barami,baramee,
บือราเฮง,m,bI:0.ra:0.heN0,bueraheng,,
บุญจิรา,f,bun0.ci0.ra:0,bunchira,boonjira,bunjira
บุญญฤทธิ์,m,bun0.ja0.rit3,bunyarit,boonyarit,boonyarid
บุญญาพร,f,bun0.ja:0.phO:n0,bunyaphon,bunyaporn,bunyaphorn
บุญฑริกา,f,bun0.tha0.ri3.ka:0,buntharika,buntarika,boontarika
บุญทิวา,f,bun0.thi3.wa:0,bunthiwa,buntiwa,boonthiwa
บุญประเสริฐ,m,bun0.phra0.s@:t1,bunprasoet,bunprasert,boonprasert
บุญศักดิ์,m,bun0.sak1,bunsak,boonsak,
บุญสิตา,f,bun0.si1.ta:0,bunsita,boonsita,
บุญเกียรติ,m,bun0.kiat1,bunkiat,boonkiat,
บุญเชิด,m,bun0.ch@:t2,bunchoet,boonchoet,
บุญเตือน,f,bun0.tIan0,buntuean,boontuean,
บุญเรือน,f,bun0.rIan0,bunruean,boonruean,
บุญโชค,m,bun0.cho:k2,bunchok,boonchok,
บุญโชติ,m,bun0.cho:t2,bunchot,boonchot,boonchote
บุณฑริกา,f,bun0.tha0.ri3.ka:0,buntharika,buntarika,boontharika
บุณณดา,f,bun0.na0.da:0,bunnada,boonnada,
บุณยานุช,f,bun0.ja:0.nut3,bunyanut,bunyanuch,boonyanuch
บุตรี,f,bu1.tri:0,butri,,
บุปผา,f,bup1.pha:4,buppha,buppa,
บุผา,f,bu1.pha:4,bupha,bupa,
บุรินทร์,m,bu1.rin0,burin,,
บุศยา,f,but1.sa0.ja:0,butsaya,budsaya,
บุศรา,f,but1.sa0.ra:0,butsara,budsara,
บุศราภรณ์,f,but1.sa0.ra:0.phO:n0,butsaraphon,butsaraporn,budsaraphorn
บุศรินทร์,f,but1.sa0.rin0,butsarin,budsarin,
บุษกร,f,but1.sa0.kO:n0,butsakon,butsakorn,
บุษบง,f,but1.sa0.boN0,butsabong,budsabong,
บุษยา,f,but1.sa0.ja:0,butsaya,budsaya,
บูคอรี,m,bu:0.khO:0.ri:0,bukhori,bukori,bukoree
บูรพา,m,bu:0.ra0.pha:0,burapha,burapa,boorapha
ปกป้อง,m,pok1.pO:N2,pokpong,,
ปกรณ์เกียรติ,m,pa0.kO:n0.kiat1,pakonkiat,pakornkiat,pakornkiad
ปกาศิต,m,pa0.ka:0.sit1,pakasit,pakasid,
ปฎิพัทธ์,m,pa1.ti1.phat3,patiphat,patipat,
ปฏิพล,m,pa1.ti1.phon0,patiphon,patipol,patiphol
ปฏิพัทธ์,m,pa1.ti1.phat3,patiphat,patipat,
ปฏิภาณ,m,pa1.ti1.pha:n0,patiphan,patipharn,patiparn
ปฏิภาน,m,pa1.ti1.pha:n0,patiphan,patipharn,patiparn
ปฏิมา,f,pa1.ti1.ma:0,patima,,
ปฐพี,m,pat1.tha0.phi:0,patthaphi,patthapee,pattapee
ปฐม,m,pa0.thom4,pathom,patom,
ปฐมชัย,m,pa0.thom4.chaj0,pathomchai,patomchai,
ปฐมพงศ์,m,pa0.thom4.phoN0,pathomphong,patomphong,patompong
ปฐมาพร,f,pat1.tha0.ma:0.phO:n0,patthamaphon,pattamaporn,patthamaporn
ปฐมาพร,f,pa1.tha0.ma:0.phO:n0,pathamaphon,patamaporn,pathamaporn
ปฐมาภรณ์,f,pa1.tha0.ma:0.phO:n0,pathamaphon,pattamaporn,pathamaporn
ปฐมาภรณ์,f,pat1.tha0.ma:0.phO:n0,patthamaphon,pattamaporn,patthamaporn
ปฐมาวดี,f,pa1.tha0.ma:0.wa0.di:0,pathamawadi,pathamawadee,patamawadee
ปฐมาวดี,f,pat1.tha0.ma:0.wa0.di:0,patthamawadi,patthamawadee,pattamawadee
ปณต,m,pa0.not3,panot,panod,
ปณาลี,f,pa0.na:0.li:0,panali,panalee,
ปณิดา,f,pa1.ni3.da:0,panida,,
ปณิตา,f,pa1.ni3.ta:0,panita,,
ปณิธาน,m,pa1.ni3.tha:n0,panithan,panitarn,panitharn
ปทุม,f,pa0.thum0,pathum,patum,
ปทุมพร,f,pa0.thum0.phO:n0,pathumphon,patumphon,pathumporn
ปทุมมา,f,pa0.thum0.ma:0,pathumma,patumma,
ปนัสยา,f,pa0.nat3.sa0.ja:0,panatsaya,panassaya,panadsaya
ปพน,m,pa0.phon0,paphon,papon,
ปพิชญา,f,pa0.phit3.cha0.ja:0,paphitchaya,papitchaya,
ปภพ,m,pa0.phop3,paphop,papob,paphob
ปภังกร,m,pa0.phaN0.kO:n0,paphangkon,paphangkorn,papangkorn
ปภัสสรา,f,pa0.phat3.sa0.ra:0,paphatsara,papassara,paphassara
ปภาพร,f,pa0.pha:0.phO:n0,paphaphon,papaporn,paphaporn
ปภาวดี,f,pa0.pha:0.wa0.di:0,paphawadi,paphawadee,papawadee
ปภาวรินทร์,f,pa0.pha:0.wa0.rin0,paphawarin,papawarin,
ปภาวิน,m,pa0.pha:0.win0,paphawin,papawin,
ปรมัตถ์,m,pO:0.ra0.mat3,poramat,,
ปรมินทร์,m,pO:0.ra0.min0,poramin,,
ประกายดาว,f,pra0.ka:j0.da:w0,prakaidao,prakaidaw,
ประกายมาศ,f,pra0.ka:j0.ma:t2,prakaimat,prakaimart,prakaimas
ประกายแก้ว,f,pra0.ka:j0.k{:w2,prakaikaeo,prakaikaew,
ประการ,m,pra0.ka:n0,prakan,prakarn,
ประกาศ,m,pra0.ka:t1,prakat,prakart,
ประกาศิต,m,pra0.ka:0.sit1,prakasit,pragasit,prakasid
ประคองศรี,f,pra0.khO:N0.sri:4,prakhongsri,prakongsri,
ประจักร,m,pra0.cak1,prachak,prajak,
ประจักร์,m,pra0.cak1,prachak,prajak,
ประจักษ์,m,pra0.cak1,prachak,prajak,
ประชัน,m,pra0.chan0,prachan,prashan,
ประชา,m,pra0.cha:0,pracha,,
ประณต,m,pra0.not3,pranot,pranod,
ประดิษฐ์,m,pra0.dit1,pradit,pradid,
ประทาน,m,pra0.tha:n0,prathan,pratarn,pratharn
ประทุมทอง,f,pra0.thum0.thO:N0,prathumthong,pratumtong,pratumthong
ประทุมทิพย์,f,pra0.thum0.thip3,prathumthip,pratumtip,prathumtip
ประทุมพร,f,pra0.thum0.phO:n0,prathumphon,pratumporn,prathumporn
ประทุมวรรณ,f,pra0.thum0.wan0,prathumwan,pratumwan,
ประธาน,m,pra0.tha:n0,prathan,pratarn,pratharn
ประนิดา,f,pra0.ni3.da:0,pranida,,
ประพจน์,m,pra0.phot3,praphot,prapoj,praphoj
ประพนธ์,m,pra0.phon0,praphon,prapon,
ประพฤติ,m,pra0.phrIt3,praphruet,prapruet,
ประพล,m,pra0.phon0,praphon,prapol,praphol
ประพัฒน์,m,pra0.phat3,praphat,prapat,
ประพันธ์,m,pra0.phan0,praphan,prapan,
ประพาส,m,pra0.pha:t2,praphat,prapas,praphas
ประภัทร,m,pra0.phat3,praphat,prapat,
ประภัสรา,f,pra0.phat3.sa0.ra:0,praphatsara,prapatsara,
ประภัสสรา,f,pra0.phat3.sa0.ra:0,praphatsara,prapatsara,
ประภาดา,f,pra0.pha:0.da:0,praphada,prapada,
ประภาพรรณ,f,pra0.pha:0.phan0,praphaphan,prapapan,praphapan
ประภาภรณ์,f,pra0.pha:0.phO:n0,praphaphon,prapaporn,praphaporn
ประภารัตน์,f,pra0.pha:0.rat3,prapharat,praparat,prapharut
ประภาวดี,f,pra0.pha:0.wa0.di:0,praphawadi,praphawadee,prapawadee
ประภาวรินทร์,f,pra0.pha:0.wa0.rin0,praphawarin,prapawarin,
ประภาวัลย์,f,pra0.pha:0.wan0,praphawan,prapawal,praphawal
ประภาศ,m,pra0.pha:t2,praphat,prapas,praphas
ประภาศรี,f,pra0.pha:0.sri:4,praphasri,prapasri,
ประภาสิริ,f,pra0.pha:0.si0.ri1,praphasiri,prapasiri,
ประมุข,m,pra0.muk3,pramuk,pramook,
ประยุทธ,m,pra0.jut3,prayut,prayuth,prayud
ประวิช,m,pra0.wit3,prawit,prawich,prawitch
ประวิตร,m,pra0.wit3,prawit,,
ประวิท,m,pra0.wit3,prawit,,
ประวิทย์,m,pra0.wit3,prawit,,
ประวีณา,f,pra0.wi:0.na:0,prawina,praweena,
ประวีนา,f,pra0.wi:0.na:0,prawina,praweena,
ประวุฒิ,m,pra0.wut3,prawut,prawud,
ประสงค์,m,pra0.soN4,prasong,,
ประสพชัย,m,pra0.sop1.chaj0,prasopchai,prasobchai,
ประสพโชค,m,pra0.sop1.cho:k2,prasopchok,prasobchok,
ประสาท,m,pra0.sa:t1,prasat,prasart,
ประสาร,m,pra0.sa:n4,prasan,prasarn,
ประสิทธิ,m,pra0.sit1,prasit,,
ประสิทธิ์ชัย,m,pra0.sit1.chaj0,prasitchai,,
ประสิทธ์,m,pra0.sit1,prasit,,
ประเวศน์,m,pra0.we:t2,prawet,prawed,
ประเสริฐ,m,pra0.s@:t1,prasoet,prasert,
ประเสริฐศักดิ์,m,pra0.s@:t1.sak1,prasoetsak,prasertsak,
ประไพรัตน์,f,pra0.phaj0.rat3,praphairat,prapairat,prapairut
ปรัชญา,m,prat1.cha0.ja:0,pratchaya,prachchaya,
ปรัชญ์,m,prat1,prat,prach,
ปรัศนี,f,prat1.sa0.ni:0,pratsani,pratsanee,
ปราการ,m,pra:0.ka:n0,prakan,prakarn,
ปรางค์ทิพย์,f,pra:N0.thip3,prangthip,prangtip,
ปรางทอง,f,pra:N0.thO:N0,prangthong,prangtong,
ปรางทิพย์,f,pra:N0.thip3,prangthip,prangtip,
ปราชญ์,m,pra:t1,prat,prach,
ปราณปรียา,f,pra:n0.pri:0.ja:0,pranpriya,pranpreeya,
ปราณิศา,f,pra:0.ni3.sa:4,pranisa,,
ปราณิสา,f,pra:0.ni3.sa:4,pranisa,,
ปราณี,f,pra:0.ni:0,prani,pranee,
ปรารถนา,f,pra:t1.tha0.na:4,pratthana,prarttana,prattana
ปริชญา,f,prit1.cha0.ja:0,pritchaya,pridchaya,
ปริชาติ,f,pa1.ri3.cha:t2,parichat,parichart,
ปริญญาพร,f,pa0.rin0.ja:0.phO:n0,parinyaphon,parinyaporn,parinyaphon
ปริญญ์,m,pa0.rin0,parin,,
ปริณดา,f,pa0.rin0.da:0,parinda,,
ปริทัศน์,m,pa1.ri3.that3,parithat,parintat,
ปริยาภัทร,f,pa1.ri3.ja:0.phat3,priyaphat,priyapat,
ปริวัฒน์,m,pa1.ri3.wat3,pariwat,,
ปริวัตร,m,pa1.ri3.wat3,pariwat,,
ปรีชาพล,m,pri:0.cha:0.phon0,prichaphon,prichaporn,prichaphorn
ปรียนันท์,f,pri:0.ja0.nan0,priyanan,priyanun,preeyanun
ปรียนุช,f,pri:0.ja0.nut3,priyanut,priyanuch,preeyanuch
ปรียานันท์,f,pri:0.ja:0.nan0,priyanan,priyanun,preeyanun
ปรียาพร,f,pri:0.ja:0.phO:n0,priyaphon,preeyaporn,priyaporn
ปรียาภัทร,f,pri:0.ja:0.phat3,priyaphat,preeyaphat,priyapat
ปรียาภา,f,pri:0.ja:0.pha:0,priyapha,preeyapha,preeyapa
ปรียารัตน์,f,pri:0.ja:0.rat3,priyarat,preeyaarat,preeyarut
ปรียาลักษณ์,f,pri:0.ja:0.lak3,priyalak,preeyaluck,preeyalak
ปรียาวรรณ,f,pri:0.ja:0.wan0,priyawan,preeyawan,
ปรเมศ,m,pO:0.ra0.me:t2,poramet,porames,poramed
ปรเมศร์,m,pO:0.ra0.me:t2,poramet,porames,poramed
ปรเมศวร์,m,pO:0.ra0.me:t2,poramet,porames,poramed
ปรเมษฐ์,m,pO:0.ra0.me:t2,poramet,porames,poramed
ปวริศ,m,pa0.wa0.rit3,pawarit,pawaris,pawarid
ปวรุตม์,m,pa0.wa0.rut3,pawarut,pawarud,
ปวิช,m,pa0.wit3,pawit,pawich,pawid
ปวิชญา,f,pa0.wit3.cha0.ja:0,pawitchaya,pawichchaya,pawidchaya
ปวิตร,m,pa0.wit3,pawit,pawitr,pawid
ปวีณ,m,pa0.wi:n0,pawin,paween,
ปวีนา,f,pa0.wi:0.na:0,pawina,paweena,
ปสุตา,f,pa0.su0.ta:0,pasuta,,
ปองพล,m,pO:N0.phon0,pongphon,pongpol,pongphol
ปองภพ,m,pO:N0.phop3,pongphop,pongphob,pongpob
ปัญจมา,f,pan0.ca0.ma:0,Panchama,Panjama,
ปัญจรัตน์,f,pan0.ca0.rat3,Pancharat,Panjarat,
ปัญจะ,m,pan0.ca1,Pancha,Panja,
ปัญจาภรณ์,f,pan0.ca:0.phO:n0,Panchaphon,Panchaporn,Panchaphorn
ปัญชลี,f,pan0.cha0.li:0,Panchali,Panchalee,
ปัญชลีย์,f,pan0.cha0.li:0,Panchali,Panchalee,
ปัญญดา,f,pan0.ja3.da:0,Panyada,,
ปัญญา,m,pan0.ja:0,Panya,,
ปัญญากร,m,pan0.ja:0.kO:n0,Panyakon,Panyakorn,
ปัญญาพล,m,pan0.ja:0.phon0,Panyaphon,Panyapon,Panyapol
ปัญญาภรณ์,f,pan0.ja:0.phO:n0,Panyaphon,Panyaphorn,Panyaporn
ปัญญาวุฒิ,m,pan0.ja:0.wut3,Panyawutthi,Panyawut,Panyavut
ปัฐวี,m,pat1.tha0.wi:0,Patthawi,Patthawee,Pattawee
ปัณณทัต,m,pan0.na0.that3,Pannathat,Pannatat,
ปัณณพัธญ์,m,pan0.na0.phat3,Pannaphat,Pannapat,
ปัณณวัฒน์,m,pan0.na0.wat3,Pannawat,Pannavat,
ปัณพร,f,pan0.na0.phO:n0,Pannaphon,Pannaphorn,Pannaporn
ปัทมนันท์,f,pat1.tha0.ma3.nan0,Patthamanan,Pattamanan,
ปัทมพร,f,pat1.tha0.ma3.phO:n0,Patthamaphon,Patthamaphorn,Patthamaporn
ปาณิสรา,f,pa:0.ni3.sa0.ra:0,Panisara,,
ปาณิสรา,f,pa:0.nit3.sa0.ra:0,Panitsara,,
ปานจันทร์,f,pa:n0.can0,Panchan,Panjan,
ปานชีวา,f,pa:n0.chi:0.wa:0,Panchiwa,Pancheewa,Pancheeva
ปานตา,f,pa:n0.ta:0,Panta,Parnta,
ปานรดา,f,pa:n0.ra3.da:0,Panrada,Parnrada,
ปานวาด,f,pa:n0.wa:t2,Panwat,Panvat,
ปานใจ,f,pa:n0.caj0,Panchai,Parnchai,Panjai
ปานไพลิน,f,pa:n0.phaj0.lin0,Panphailin,Panpailin,Parnphailin
ปารดา,f,pa:0.ra3.da:0,Parada,,
ปาริฉัตต์,f,pa:0.ri3.chat1,Parichat,,
ปาริฉัตร,f,pa:0.ri3.chat1,Parichat,,
ปาริชา,f,pa:0.ri3.cha0,Paricha,,
ปารีณา,f,pa:0.ri:0.na:0,Parina,Pareena,
ปารียา,f,pa:0.ri:0.ja:0,Pariya,Pareeya,
ปาลิกา,f,pa:0.li3.ka:0,Palika,,
ปาลีรัตน์,f,pa:0.li:0.rat3,Palirat,,
ปาวีณา,f,pa:0.wi:0.na:0,Pawina,Paweena,Paveena
ปิณฑิรา,f,pin0.di1.ra:0,Pindira,,
ปิณฑิรา,f,pin0.thi3.ra:0,Pinthira,Pintira,
ปิติพงศ์,m,pi1.ti1.phoN0,Pitiphong,Pitipong,
ปิยฉัตร,f,pi1.ja3.chat1,Piyachat,,
ปิยชาติ,m,pi1.ja3.cha:t2,Piyachat,Piyachart,
ปิยทัศน์,m,pi1.ja3.that3,Piyathat,Piyatat,
ปิยบุตร,m,pi1.ja3.but1,Piyabut,,
ปิยพงศ์,m,pi1.ja3.phoN0,Piyaphong,Piyapong,
ปิยพงษ์,m,pi1.ja3.phoN0,Piyaphong,Piyapong,
ปิยพัทธ์,m,pi1.ja3.phat3,Piyaphat,Piyapat,
ปิยภรณ์,f,pi1.ja3.phO:n0,Piyaphon,Piyaphorn,Piyaporn
ปิยมน,f,pi1.ja3.mon0,Piyamon,,
ปิยมาภรณ์,f,pi1.ja3.ma:0.phO:n0,Piyamaphon,Piyamaphorn,Piyamaporn
ปิยมาส,f,pi1.ja3.ma:t2,Piyamat,,
ปิยวดี,f,pi1.ja3.wa3.di:0,Piyawadi,Piyawadee,
ปิยวรรณ์,f,pi1.ja3.wan0,Piyawan,Piyavan,
ปิยวิทย์,m,pi1.ja3.wit3,Piyawit,Piyavit,
ปิยศักดิ์,m,pi1.ja3.sak1,Piyasak,,
ปิยะ,m,pi1.ja3,Piya,,
ปิยะชาติ,m,pi1.ja3.cha:t2,Piyachat,Piyachart,
ปิยะณัฐ,m,pi1.ja3.nat3,Piyanat,,
ปิยะดา,f,pi1.ja3.da:0,Piyada,,
ปิยะนัฐ,m,pi1.ja3.nat3,Piyanat,,
ปิยะนารถ,f,pi1.ja3.na:t2,Piyanat,Piyanart,
ปิยะนุช,f,pi1.ja3.nut3,Piyanut,Piyanuch,
ปิยะพร,f,pi1.ja3.phO:n0,Piyaphon,Piyaphorn,Piyaporn
ปิยะพล,m,pi1.ja3.phon0,Piyaphon,Piyapon,Piyapol
ปิยะภรณ์,f,pi1.ja3.phO:n0,Piyaphon,Piyaphorn,Piyaporn
ปิยะรัตน์,f,pi1.ja3.rat3,Piyarat,,
ปิยะราช,m,pi1.ja3.ra:t2,Piyarat,,
ปิยะวดี,f,pi1.ja3.wa3.di:0,Piyawadi,Piyawadee,Piyavadee
ปิยะวุฒิ,m,pi1.ja3.wut3,Piyawut,Piyavut,
ปิยะศักดิ์,m,pi1.ja3.sak1,Piyasak,,
ปิยาณี,f,pi1.ja:0.ni:0,Piyani,Piyanee,
ปิยานุช,f,pi1.ja:0.nut3,Piyanut,Piyanuch,
ปิยาพัชร,f,pi1.ja:0.phat3,Piyaphat,,
ปิลันธนา,f,pi1.lan0.tha0.na:0,Pilanthana,Pilantana,
ปิ่นประภา,f,pin1.pra0.pha:0,Pinprapha,Pinprapa,
ปิ่นปินัทธ์,f,pin1.pi1.nat3,Pinpinat,,
ปิ่นสุดา,f,pin1.su1.da:0,Pinsuda,,
ปุญชรัสมิ์,f,pun0.cha0.rat3,Puncharat,,
ปุญญิสา,f,pun0.ji3.sa:4,Punyisa,,
ปุณฑริก,f,pun0.da0.rik3,Pundarik,,
ปุณฑริก,f,pun0.tha0.rik3,Puntharik,Puntarik,
ปุณฑริกา,f,pun0.tha0.rika:0,Puntharika,Puntarika,
ปุณณดา,f,pun0.na3.da:0,Punnada,,
ปุณยนุช,f,pun0.ja0.nut3,Punyanut,Punyanuch,
ปุณยภา,f,pun0.ja3.pha:0,Punyapha,Punyapa,
ปูชิตา,f,pu:0.chi3.ta:0,Puchita,Poochita,
ผกาพันธ์,f,pha0.ka:0.phan0,Phakaphan,Phakapan,Pakaphan
ผกาภรณ์,f,pha0.ka:0.phO:n0,Phakaphon,Phakaphorn,Phakaporn
ผกามาศ,f,pha0.ka:0.ma:t2,Phakamat,Phakamart,Pakamart
ผกามาส,f,pha0.ka:0.ma:t2,Phakamat,Phakamart,Pakamart
ผการัตน์,f,pha0.ka:0.rat3,Phakarat,Pakarat,
ผกาวดี,f,pha0.ka:0.wa3.di:0,Phakawadi,Phakawadee,Pakawadee
ผกาวัลย์,f,pha0.ka:0.wan0,Phakawan,Pakawan,
ผจญ,m,pha0.con0,Phachon,Pachon,
ผุสดี,f,phut1.sa0.di:0,Phutsadi,Putsadi,Putsadee
ผุสรัตน์,f,phut1.sa0.rat3,Phutsarat,Putsarat,
ผ่องนภา,f,phON1.na3.pha:0,Phongnapha,Phongnapa,Pongnapa
ผ่องศรี,f,phON1.si:4,Phongsi,Phongsri,Pongsri
พงศกรณ์,m,phoN0.sa0.kO:n0,Phongsakon,Phongsakorn,Pongsakorn
พงศพัศ,m,phoN0.sa0.phat3,Phongsaphat,Phongsapat,Pongsapat
พงศักดิ์,m,phoN0.sak1,Phongsak,Pongsak,
พงศ์กรณ์,m,phoN0.kO:n0,Phongkon,Phongkorn,Pongkorn
พงศ์ณพัช,m,phoN0.na0.phat3,Phongnaphat,Phongnapat,Pongnapat
พงศ์ปณต,m,phoN0.pa1.not3,Phongpanot,Pongpanot,
พงศ์พันธ์,m,phoN0.phan0,Phongphan,Phongpan,Pongphan
พงศ์พิพัฒน์,m,phoN0.phi3.phat3,Phongphiphat,Phongpipat,Pongpipat
พงศ์ภัค,m,phoN0.phak3,Phongphak,Phongpak,Pongpak
พงศ์ศักดิ์,m,phoN0.sak1,Phongsak,Pongsak,
พงศ์ศิริ,m,phoN0.si1.ri1,Phongsiri,Pongsiri,
พงศ์สิทธิ์,m,phoN0.sit1,Phongsit,Pongsit,
พงศ์เทพ,m,phoN0.the:p2,Phongthep,Phongthep,Pongthep
พงษกร,m,phoN0.sa0.kO:n0,Phongsakon,Phongsakorn,Pongsakorn
พงษธร,m,phoN0.sa0.thO:n0,Phongsathon,Phongsathorn,Pongsathon
พงษ์,m,phoN0,Phong,Pong,
พงษ์ชัย,m,phoN0.chaj0,Phongchai,Pongchai,
พงษ์นรินทร์,m,phoN0.na3.rin0,Phongnarin,Pongnarin,
พงษ์พันธุ์,m,phoN0.phan0,Phongphan,Pongphan,Pongpan
พงษ์พันธ์,m,phoN0.phan0,Phongphan,Pongphan,Pongpan
พงษ์พิพัฒน์,m,phoN0.phi3.phat3,Phongphiphat,Pongpiphat,Pongpipat
พงษ์ศธร,m,phoN0.sa0.thO:n0,Phongsathon,Pongsathon,
พงษ์สันต์,m,phoN0.san4,Phongsan,Pongsan,
พงษ์สิทธิ์,m,phoN0.sit1,Phongsit,Pongsit,
พงษ์เดช,m,phoN0.de:t1,Phongdet,Pongdet,Pongdech
พงษ์เทพ,m,phoN0.the:p2,Phongthep,Pongthep,Pongtep
พงษ์เพชร,m,phoN0.phet3,Phongphet,Pongphet,Pongpetch
พจน์,m,phot3,Phot,Poch,
พชรพรรณ,f,pha3.cha0.ra3.phan0,Phacharaphan,Phacharapan,Pacharapan
พชรพล,m,pha3.cha0.ra3.phon0,Phacharaphon,Pacharapon,Pacharapol
พชรมน,f,pha3.cha0.ra3.mon0,Phacharamon,Pacharamon,
พชรวรรณ,f,pha3.cha0.ra3.wan0,Phacharawan,Pacharawan,
พนธกร,m,phon0.tha0.ko:n0,Phonthakon,Ponthakorn,Pontakorn
พนมศักดิ์,m,pha0.nom0.sak1,Phanomsak,Panomsak,
พนัส,m,pha0.nat3,Phanat,Panat,
พนาพร,f,pha0.na:0.phO:n0,Phanaphon,Phanaporn,Panaporn
พนารัตน์,f,pha0.na:0.rat3,Phanarat,Panarat,
พนิดา,f,pha0.ni3.da:0,Phanida,Panida,
